"appid","name","is_free","positive_reviews","negative_reviews","total_reviews","raw_positive_rate","wilson_lower_95","wilson_center","wilson_upper_95","wilson_width","eb_posterior_mean","eb_ci95_lower","eb_ci95_upper","data_weight","prior_weight","eb_ci95_width","eb_shrinkage","absolute_shrinkage","eb_shrinkage_pp","raw_rank","wilson_rank","eb_rank","rank_change"
1408730,"KindFolx",0,4,1,5,0.8,0.375534629762525,0.669655260565048,0.96377589136757,0.588241261605044,0.815231472989642,0.551924429746717,0.973460575390088,0.451796495462645,0.548203504537355,0.421536145643371,0.0152314729896422,0.0152314729896422,1.52314729896422,1518,1425,1476,42
1421250,"Tiny Bunny",0,22663,4482,27145,0.834886719469516,0.830422590386859,0.834839334259933,0.839256078133008,0.00883348774614934,0.834885132436805,0.830445604229921,0.839277931667551,0.999776549128024,0.000223450871976095,0.00883232743762996,-1.58703271013749e-06,1.58703271013749e-06,-0.000158703271013749,1406,333,1406,0
1423630,"Holiday Harry",0,3,1,4,0.75,0.300641842582402,0.627527290886351,0.954412739190299,0.653770896607897,0.796877462908124,0.514485438814817,0.9703895228262,0.397340615926201,0.602659384073799,0.455904084011384,0.0468774629081241,0.0468774629081241,4.68774629081241,1644,1630,1555,89
1425980,"Stone Simulator – Just Be a Rock",0,1447,77,1524,0.949475065616798,0.937304395799517,0.948344948387993,0.959385500976469,0.0220811051769512,0.948992544856509,0.937428645146968,0.959445523691173,0.996034860003046,0.0039651399969539,0.0220168785442045,-0.000482520760288541,0.000482520760288541,-0.0482520760288541,966,68,183,783
1427070,"Mascot Mayhem",0,3,0,3,1,0.438502968244955,0.719251484122477,1,0.561497031755045,0.884765810979371,0.624831367315985,0.996242206486757,0.330872758342948,0.669127241657052,0.371410839170772,-0.115234189020629,0.115234189020629,-11.5234189020629,352,1276,722,-370
1447820,"The Girl from Arkanya",0,141,11,152,0.927631578947368,0.875068130410488,0.917090551460936,0.959112972511383,0.0840448421008955,0.923799239290077,0.877795157856757,0.959691404026951,0.961617970333216,0.0383820296667841,0.0818962461701935,-0.00383233965729135,0.00383233965729135,-0.383233965729135,1066,198,383,683
1449110,"The Outer Worlds 2",0,6147,2251,8398,0.731959990473922,0.722382155508191,0.731853934586553,0.741325713664914,0.0189435581567228,0.732029166456254,0.722508618752937,0.741445114052509,0.999278095994316,0.000721904005683461,0.0189364952995712,6.91759823316929e-05,6.91759823316929e-05,0.00691759823316929,1694,641,1821,-127
1456570,"PixelJunk<U+2122> Eden 2",0,18,5,23,0.782608695652174,0.58096516983736,0.742162694785749,0.903360219734138,0.322395049896778,0.792037880699594,0.629987083994277,0.916210591222863,0.791277246408338,0.208722753591662,0.286223507228585,0.0094291850474203,0.0094291850474203,0.94291850474203,1568,991,1587,-19
1471650,"The Knightling",0,426,63,489,0.871165644171779,0.838553989490332,0.868272588986945,0.897991188483559,0.0594371989932272,0.870634016432111,0.839721797218789,0.898711579081131,0.987745233587634,0.0122547664123657,0.0589897818623424,-0.000531627739667861,0.000531627739667861,-0.0531627739667861,1293,309,856,437
1476400,"Northwind",0,48,12,60,0.8,0.682181941943721,0.781948444357373,0.881714946771025,0.199533004827304,0.802551437459769,0.69921843885253,0.888569092625975,0.908169947975195,0.0918300520248048,0.189350653773445,0.00255143745976905,0.00255143745976905,0.255143745976905,1500,745,1537,-37
